program_name,Number of lines,Number of functions,Cyclomatic complexity,Total edges in AST,Height of AST,Maximum nested loop depth,Number of equality constraints,Number of inequality constraints,Call stack depth,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c1,c2,c3,c4,c5,c6,c7,c8,c9
systemc/token_ring.04.cil-2.c,870,26,93,1628,17,1,67,5,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
systemc/token_ring.06.cil-1.c,1120,30,125,2100,20,1,93,5,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
xcsp/AllInterval-005.c,94,3,2,442,8,0,4,38,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
xcsp/AllInterval-006.c,115,3,2,556,8,0,5,52,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
xcsp/AllInterval-008.c,161,3,2,820,8,0,7,86,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
xcsp/AllInterval-009.c,187,3,2,970,8,0,8,106,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
xcsp/AllInterval-010.c,215,3,2,1132,8,0,9,128,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
xcsp/AllInterval-011.c,246,3,2,1306,8,0,10,152,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
xcsp/AllInterval-012.c,278,3,2,1492,8,0,11,178,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
xcsp/AllInterval-014.c,349,3,2,1900,8,0,13,236,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
xcsp/AllInterval-015.c,387,3,2,2122,8,0,14,268,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xcsp/AllInterval-016.c,427,3,2,2356,8,0,15,302,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
xcsp/AllInterval-017.c,469,3,2,2602,8,0,16,338,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
xcsp/AllInterval-018.c,513,3,2,2860,8,0,17,376,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
xcsp/AllInterval-019.c,560,3,2,3130,8,0,18,416,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
xcsp/AllInterval-020.c,608,3,2,3412,8,0,19,458,3,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
bitvector/num_conversion_1.c,42,3,4,150,11,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
xcsp/aim-100-1-6-sat-1.c,590,3,2,4670,12,0,479,200,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
xcsp/Dubois-016.c,352,3,2,2660,13,0,384,96,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
array-crafted/zero_sum_const5.c,89,4,15,341,13,1,1,13,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
loop-crafted/simple_array_index_value_1-1.i,45,3,5,164,12,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
floats-esbmc-regression/Float_div.i,32,3,3,136,9,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
xcsp/Dubois-100.c,2028,3,2,16184,13,0,2400,600,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
float-benchs/Muller_Kahan.c,29,3,3,129,11,1,0,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
xcsp/aim-200-1-6-sat-3.c,1149,3,2,9263,12,0,956,400,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
array-examples/standard_copyInitSum_ground.i,36,3,6,207,10,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
xcsp/aim-200-2-0-sat-3.c,1229,3,2,10603,12,0,1196,400,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
array-tiling/rew.c,49,4,7,205,13,1,0,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
xcsp/aim-200-2-0-unsat-2.c,1229,3,2,10583,12,0,1196,400,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
array-fpi/s5if.c,55,4,7,225,11,1,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
xcsp/Haystacks-13.c,1874,3,2,13267,9,0,12,1496,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
nla-digbench-scaling/geo2-ll_valuebound2.c,54,4,5,210,13,1,2,5,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
array-fpi/brs1.c,57,4,8,223,11,1,2,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ldv-regression/test10.c,58,3,2,170,8,0,0,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
xcsp/aim-200-2-0-sat-4.c,1229,3,2,10609,12,0,1195,400,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
array-fpi/eqn1.c,55,4,7,243,12,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
xcsp/aim-100-1-6-sat-3.c,590,3,2,4684,12,0,480,200,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
array-crafted/zero_sum_m5.c,86,4,15,319,11,1,1,12,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
float-newlib/double_req_bl_0220a.c,667,12,113,3105,17,2,25,64,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
loops-crafted-1/sumt2.c,40,4,6,168,9,1,1,2,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
xcsp/aim-100-6-0-sat-1.c,1029,3,2,11955,12,0,1794,200,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
array-fpi/eqn2.c,56,4,7,247,13,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
eca-rers2012/Problem10_label51.c,602,3,139,5736,87,1,649,301,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
xcsp/Dubois-021.c,454,3,2,3465,13,0,504,126,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
eca-rers2012/Problem03_label06.c,1679,3,218,17838,155,1,3060,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
array-examples/standard_vararg_ground.i,34,3,5,167,10,1,0,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
nla-digbench-scaling/cohendiv-ll_valuebound20.c,73,4,7,272,13,2,5,9,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bitvector/interleave_bits.i,68,3,3,316,11,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
array-programs/partial_mod_count_1.c,27,3,6,145,10,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
loop-new/nested-1.i,39,4,7,205,9,2,0,7,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
loop-acceleration/array_1-2.c,28,3,3,103,9,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
seq-pthread/cs_stateful-2.i,819,25,55,3761,14,2,23,45,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
seq-mthreaded/pals_STARTPALS_Triplicated.ufo.BOUNDED-10.pals.c,539,14,81,1875,20,1,53,17,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
array-examples/standard_init1_ground-2.i,27,3,4,151,10,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
recursive-simple/fibo_2calls_10-1.c,43,4,6,173,12,0,2,3,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
xcsp/CostasArray-15.c,1260,3,2,7201,8,0,102,896,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
recursive-with-pointer/system-with-recursion.i,982,18,24,4060,15,0,3,4,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
xcsp/Haystacks-16.c,3212,3,2,23464,9,0,15,2657,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
list-simple/sll2n_update_all_reverse.i,633,10,9,2403,15,1,1,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bitvector-regression/implicitunsignedconversion-2.c,23,2,2,73,8,0,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
xcsp/Haystacks-10.c,968,3,2,6568,9,0,9,731,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
xcsp/aim-200-3-4-sat-1.c,1509,3,2,15254,12,0,2035,400,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
eca-rers2012/Problem02_label47.c,627,3,149,5644,88,1,991,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
list-ext-properties/test-0504_1.i,588,7,9,2420,14,2,0,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
recursive-simple/fibo_10-2.c,31,3,4,118,12,0,1,2,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
nla-digbench/cohendiv-ll.c,71,4,7,252,13,2,5,5,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
recursive-simple/fibo_5-1.c,31,3,4,118,12,0,1,2,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
xcsp/aim-200-3-4-sat-3.c,1509,3,2,15229,12,0,2035,400,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
seq-mthreaded/pals_STARTPALS_ActiveStandby.5.ufo.BOUNDED-10.pals.c,615,19,76,2264,23,1,53,32,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
xcsp/aim-100-3-4-sat-3.c,769,3,2,7612,12,0,1017,200,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
floats-esbmc-regression/Double_div.i.p+cfa-reducer.c,43,2,3,117,11,0,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
float-newlib/double_req_bl_0876.c,621,9,105,2662,18,1,37,55,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
seq-pthread/cs_fib_longer-2.i,873,25,47,4483,13,2,61,35,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
eca-rers2012/Problem01_label57.c,604,3,130,6045,80,1,1075,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
array-lopstr16/flag_loopdep.i,49,4,7,236,13,1,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
floats-cbmc-regression/float-to-double1.i,978,2,2,4176,14,0,5,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
systemc/mem_slave_tlm.5.cil.c,1395,9,219,3554,31,2,201,2,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
seq-pthread/cs_time_var_mutex.i,868,25,66,4127,14,2,40,51,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ldv-regression/fo_test.i,1006,11,2,3763,13,0,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
xcsp/aim-200-1-6-sat-2.c,1150,3,2,9300,12,0,959,400,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bitvector/modulus-1.i,69,4,7,273,12,2,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
xcsp/aim-100-3-4-sat-2.c,770,3,2,7632,12,0,1017,200,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ldv-regression/test_overflow.i,770,9,1,3693,13,0,1,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bitvector/modulus-2.i,69,4,7,273,12,2,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
eca-rers2012/Problem01_label59.c,604,3,130,6045,80,1,1075,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
array-fpi/s52if.c,65,4,9,261,11,1,3,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ldv-regression/test_union.c_1.i,34,3,1,92,8,0,1,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
loop-acceleration/simple_1-2_abstracted.c,45,3,3,161,9,0,0,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
eca-rers2012/Problem02_label44.c,627,3,149,5644,88,1,991,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
array-crafted/bor1.i,57,3,5,249,9,1,0,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
array-tiling/rewnif.c,46,4,7,193,13,1,0,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
list-ext3-properties/dll_circular_traversal-2.i,629,6,8,2373,15,1,2,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
loop-simple/nested_3.c,29,2,5,99,10,3,3,3,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
product-lines/elevator_spec1_product01.cil.c,3319,70,385,7830,41,2,222,38,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bitvector/gcd_4.c,56,4,7,181,10,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
loop-lit/mine2017-ex4.7.i,28,3,5,147,10,1,2,3,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
xcsp/Haystacks-07.c,417,3,2,2545,9,0,6,281,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
loop-new/half.i,37,4,6,191,9,1,2,4,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
array-industry-pattern/array_of_struct_ptr_flag_init.i,49,4,7,235,13,1,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
array-examples/sanfoundry_02_ground.i,58,3,9,249,11,1,1,9,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
array-industry-pattern/array_ptr_single_elem_init-1.i,59,3,8,305,17,1,3,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
array-fpi/s2lif.c,60,4,8,242,11,1,2,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
array-patterns/array1_pattern.c,60,4,7,236,10,1,2,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
float-newlib/double_req_bl_0220b.c,667,12,113,3107,17,2,25,64,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
